ID,Pressure,Time,DeviceID
C46D102D-0851-1469-11BB-ACDE180B4EB9,56.076,02/12/18 21:00,1
CFAB7AF7-5261-8DF8-0F1C-73E4F3B63732,49.862,02/12/18 22:00,1
E7BF2A4C-2A33-8765-5D2D-4D4617155353,46.647,02/12/18 23:00,1
EDC7F053-1FDF-2658-7E27-6C10F0002424,49.568,03/12/18 0:00,1
8E1FCD9A-2784-91BE-7B3F-405A258F0D4B,50.859,03/12/18 1:00,1
01338E57-2B6A-25BE-192C-753BC661737D,50.987,03/12/18 2:00,1
E9A5B0BA-2850-0350-5451-6DD0540456F4,49.488,03/12/18 3:00,1
4CDEA25D-8B3C-1981-79DF-704AA3B28E03,50.658,03/12/18 4:00,1
78B9215F-135E-68F2-6AC9-3771B6D9411C,50.609,03/12/18 5:00,1
5518974B-6D24-6035-2B81-47EB56978D47,46.738,03/12/18 6:00,1
F52F01EA-943C-9D48-0D21-1183602C3602,52.191,03/12/18 7:00,1
32D4BED9-550F-44CF-264D-4815F3F88DEC,51.865,03/12/18 8:00,1
DD95D22D-2322-479A-0D35-373647E89662,54.578,03/12/18 9:00,1
CE432042-6727-8CB6-0DDA-34AE46FA4411,51.494,03/12/18 10:00,1
F65E985F-06B2-16FE-6FD5-862CCD689376,47.330,03/12/18 11:00,1
905C6E6A-3EA7-5DFB-4166-F3D202AB6501,50.914,03/12/18 12:00,1
D26828A9-1C8B-3EC6-9334-37D033BB8473,49.444,03/12/18 13:00,1
F438EAF8-941C-9D8B-89C6-D68E4EC15FB9,51.953,03/12/18 14:00,1
79020DAB-5A88-375C-3C0C-EADE6DF452A1,49.893,03/12/18 15:00,1
9B639173-73CB-75A6-41F2-A08E823D63BF,53.958,03/12/18 16:00,1
2585258C-4AC7-1F26-99A3-86C365490222,48.175,03/12/18 17:00,1
9B61F13F-4665-3493-3A6B-A9AACEEF1CFD,49.408,03/12/18 18:00,1
BD493848-7F26-2D97-20E3-1FAC94804F1A,52.950,03/12/18 19:00,1
7CE2AE7B-A420-7625-1811-4792BB248379,51.245,03/12/18 20:00,1
9B086666-1CD0-47F2-4CFC-6CF5CE33038B,50.003,03/12/18 21:00,1
983A1216-30A6-20C7-7549-3B9E3FB05192,55.391,03/12/18 22:00,1
6258678B-8ED3-A75A-5E0C-83E4C841931E,53.255,03/12/18 23:00,1
0FFB42AB-976F-7041-8217-D1503487915B,53.796,04/12/18 0:00,1
9A1EB606-39BF-A520-05D9-4F120C719F34,53.445,04/12/18 1:00,1
EC5406C4-4EF0-2A20-79BC-34AFF88A11AF,51.904,04/12/18 2:00,1
BCE11241-7D1F-2BC0-A082-475C234258EB,52.331,04/12/18 3:00,1
4D1A4086-838B-0D1B-767A-8F58EA96039A,51.495,04/12/18 4:00,1
B319DE2A-3DA6-3359-53F0-08CDDC8C2708,52.297,04/12/18 5:00,1
7F5FC8E8-7724-89C0-1D13-1E4507C62F16,46.872,04/12/18 6:00,1
3C119B7F-937C-077A-796B-6E8D71660EF1,52.204,04/12/18 7:00,1
90B9EF81-76A9-A727-64A4-E022C07B7901,45.245,04/12/18 8:00,1
B3101238-0A65-989D-502D-B3BD11386538,54.298,04/12/18 9:00,1
7B603970-7DF1-8870-23C8-CA5EA2B66397,49.695,04/12/18 10:00,1
548A3499-40D1-3181-45E7-D629DF074C4D,46.500,04/12/18 11:00,1
D41A6B8B-6ACD-1941-4FA4-A92999458ABA,48.549,04/12/18 12:00,1
D34F430A-5BB0-2E36-8BD2-4960BAC79965,50.207,04/12/18 13:00,1
C63E376B-3176-28B6-592E-85DA68CC1A60,46.840,04/12/18 14:00,1
5D6069A5-49A5-05B2-0E23-35FEC8F12340,50.097,04/12/18 15:00,1
2A5562B5-111F-7F33-2BFB-C19C34121D57,47.148,04/12/18 16:00,1
57F8CA63-13E3-2640-97C1-09C6F6658258,51.920,04/12/18 17:00,1
FC8BF10B-706B-21F5-0836-1FDAFC313213,48.853,04/12/18 18:00,1
5CA3DE7A-7FD6-0A10-7B75-6C71F1C86FFE,50.517,04/12/18 19:00,1
49994BE9-9812-74E8-11F1-CC854BBD1462,47.282,04/12/18 20:00,1
EA5FC6F2-6C1A-3BC3-A459-DB6A55CCA324,48.629,04/12/18 21:00,1
3458C5DC-7343-7704-790F-391C24FB0336,49.061,04/12/18 22:00,1
EAA51902-73EE-2A75-0AA9-92F9AA8778D4,49.049,04/12/18 23:00,1
E38E2CFD-9274-632A-8D1B-8D9C2AF49995,52.083,05/12/18 0:00,1
AB83EE97-6A8A-A083-5E27-F1A21BCA7BA0,49.486,05/12/18 1:00,1
1FE34772-0E32-1D3E-7658-F0D4B8425C63,49.852,01/12/18 0:00,2
FB08F272-45CC-373D-1B73-6F42197184BD,51.374,01/12/18 1:00,2
4F2A3AAB-3A4B-860A-6781-9E0E8E99995A,49.650,01/12/18 2:00,2
F807FB91-5F8E-4D63-0F79-22CC045C497A,46.134,01/12/18 3:00,2
BC45A246-5C56-2CBF-2D19-B2479AA94774,53.333,01/12/18 4:00,2
229FC70C-264A-73E8-8A4E-F54F7ADBA309,50.918,01/12/18 5:00,2
D002BD5C-946C-81E9-3D58-DEA083256E96,48.253,01/12/18 6:00,2
ED581DDB-0480-7E02-7A72-4CB5E9E9A2FD,48.639,01/12/18 7:00,2
29070898-121D-3399-96D4-B9C2F4A81CA2,47.097,01/12/18 8:00,2
E53B882F-062F-7307-1897-F7A185819048,52.671,01/12/18 9:00,2
B8B8B600-18D0-3E8B-62E3-CBE016EB32F1,48.039,01/12/18 10:00,2
8A0658B1-3DB8-72AD-999C-E1B6E7BD33C2,48.530,01/12/18 11:00,2
0A196CC8-8D2A-9DAA-5262-E1BD5A9694B2,45.480,01/12/18 12:00,2
59A23327-9FF3-7A84-91E0-04C5DD037883,49.278,01/12/18 13:00,2
D926DDC6-9348-188D-8809-0C0E03BE5C4C,46.628,01/12/18 14:00,2
1ABCFF4E-8650-996D-3198-AAA137B64B9F,46.271,01/12/18 15:00,2
C265583D-10DC-643A-811E-DBB397D545DB,48.276,01/12/18 16:00,2
F8ACE813-1A30-8EA4-183D-D248507A052A,46.592,01/12/18 17:00,2
5314AA82-2648-04A9-96DA-8930DF276D55,51.115,01/12/18 18:00,2
B39D1605-4A11-7BA1-09DE-1E10976CA2D9,51.264,01/12/18 19:00,2
AA0F3809-0C05-1671-9781-91E0BD9777B6,45.601,01/12/18 20:00,2
9A113162-A3EA-3B57-31A4-D3B89B024C81,46.482,01/12/18 21:00,2
44D39815-8D13-A358-192D-EFE0B57536C5,51.437,01/12/18 22:00,2
B53D711D-604B-29AB-0B92-9CECDE4F91E6,53.432,01/12/18 23:00,2
2BA26D6A-1794-455E-2111-B25485A6547C,47.300,02/12/18 0:00,2
3BBE3216-1634-2389-9E97-E82798B4661B,49.142,02/12/18 1:00,2
15A89FA2-3411-1830-6A73-EA63431F213B,48.208,02/12/18 2:00,2
72929E8E-7C48-2586-7149-D23C055881C1,46.375,02/12/18 3:00,2
694CE29F-1A36-56F4-2852-9C047AE1A68D,51.110,02/12/18 4:00,2
539FB7BF-9490-447F-997F-5BDE6B3723C3,48.492,02/12/18 5:00,2
C8D977ED-595F-6111-6E2D-7703EC01A4AD,50.835,02/12/18 6:00,2
EAEF74E5-68D4-06A3-6D78-BCD5AA8A5B18,50.878,02/12/18 7:00,2
DE05D7BD-1576-A000-47BA-0F188D8A9C24,45.390,02/12/18 8:00,2
A4181587-71C0-5BFF-5243-957F9EE3419F,47.680,02/12/18 9:00,2
0641EEA7-104E-569D-09A3-8429850911BB,52.963,02/12/18 10:00,2
EC5E5BD6-8AD3-9B69-842A-55FEE85D5D4F,45.637,02/12/18 11:00,2
EFDF87A1-3B9E-20EB-A41D-BD35582C2F9D,48.620,02/12/18 12:00,2
77BC70BE-5D91-21FA-41E2-8F658CB75883,45.533,02/12/18 13:00,2
03E4E3BD-9A59-2EF5-6B6F-149AED548D81,53.458,02/12/18 14:00,2
DAE7EF59-67B9-8315-3A8D-C5A71ED131A3,51.063,02/12/18 15:00,2
83A90181-5ADC-687A-15AF-BA34EFAA0F52,47.451,02/12/18 16:00,2
D19A8BA2-55C4-9F89-912E-4D20D7A74180,47.430,02/12/18 17:00,2
8E4C71D4-4A91-395E-6276-BD03ADA49900,48.576,02/12/18 18:00,2
E306C618-9D06-4901-719C-395C61BA3ECD,56.937,02/12/18 19:00,2
0984D2AA-9152-8F68-3762-4308F6230F64,46.034,02/12/18 20:00,2
5A6E1DF9-9E63-289B-1E01-FA627B9A270A,50.937,02/12/18 21:00,2
4C3CA1C9-4C0F-4291-489C-542CC7DF98AA,52.481,02/12/18 22:00,2
DE4EB588-011B-471C-8BBD-057A40DD5F19,49.452,02/12/18 23:00,2
11E5D1B4-9866-1545-5973-FA429167648A,52.226,03/12/18 0:00,2
08BE8BEE-0D25-4EF4-6E8C-F488C3CC4C3F,49.788,03/12/18 1:00,2
3A4B2AE3-242A-6803-751E-51AFF9201ABA,53.711,03/12/18 2:00,2
2F4D93AB-5CD0-3A4D-8553-DC16BEC16BEC,44.678,03/12/18 3:00,2
B7773A24-878D-5468-1087-23F4FAB36B41,49.414,03/12/18 4:00,2
1D3A4822-1866-12F7-6A47-091089B9655D,45.153,03/12/18 5:00,2
E1E8C4EE-188D-0C09-39F7-172D07818AFD,54.176,03/12/18 6:00,2
DFB382F6-8624-8535-832F-0F85058D1B7C,51.296,03/12/18 7:00,2
70E965EA-2B75-798B-9204-0DA81C31565F,51.104,03/12/18 8:00,2
F51B17BB-1469-5BAF-4716-407E3A236E70,49.673,03/12/18 9:00,2
4F488513-3406-0049-0E7F-9A73C7B7A70B,49.851,03/12/18 10:00,2
8C8C7600-84A9-6B3F-92C0-5FFEE0F87D19,51.850,03/12/18 11:00,2
BA1F0F6C-6AE6-42AC-3D18-3E0050D276CE,50.259,03/12/18 12:00,2
FC123FD2-5605-55F4-7473-5848E7B98D32,49.643,03/12/18 13:00,2
C4A123D0-4C4F-9DFA-233B-674A4A6517F2,51.687,03/12/18 14:00,2
6CCA20D0-047E-09D4-887D-45A6C0234E99,52.511,03/12/18 15:00,2
EFFE2DBD-2F0F-1948-79B9-7B5EB9B31849,48.245,03/12/18 16:00,2
3B4EF824-4592-A2C1-75D7-7AE84DB03E27,50.352,03/12/18 17:00,2
7737F989-06C6-6F78-598F-E24768866D96,55.366,03/12/18 18:00,2
43DCA755-0239-515C-4094-9901D36736AC,51.728,03/12/18 19:00,2
E9582AD7-109B-77D0-3003-4485D6BC12BC,53.621,03/12/18 20:00,2
77A04EF6-8217-404C-2238-5D50D3C93F51,49.610,03/12/18 21:00,2
BFC0451D-1476-9A48-7DF3-99BD153079ED,49.178,03/12/18 22:00,2
05FA8A10-64F7-95D8-4802-9CE7424F6810,57.125,03/12/18 23:00,2
89F048BD-A66A-38C6-1907-ABD8565D5BA7,52.280,04/12/18 0:00,2
DB960EB7-259B-015B-87FF-0835E8DD699E,52.753,04/12/18 1:00,2
7C1497AD-84B7-4B08-46C4-9446065D58AB,50.770,04/12/18 2:00,2
9A579F33-2676-0B59-92E1-3FECBEE88194,50.062,04/12/18 3:00,2
EF303C37-7BB5-7375-7764-6F8581B002F3,51.640,04/12/18 4:00,2
8F6ECEC0-4070-7A2F-2EA0-099B7C027B7F,49.849,04/12/18 5:00,2
4B4EA6C9-A709-1B7E-06AE-724B3BDA302F,50.885,04/12/18 6:00,2
82C3D5FA-22C2-9208-A1F3-A93C678A85CC,48.514,04/12/18 7:00,2
C4C51F01-4F99-1D9A-05DF-734FE5B813A3,52.460,04/12/18 8:00,2
26323761-0F4D-42A8-4A16-7BC6AED25C2E,52.417,04/12/18 9:00,2
DA1E900B-5C73-73E8-3F3E-E8F3D2E76578,46.548,04/12/18 10:00,2
8E80B5C2-4AE6-51B6-7E30-FAD7C2D6959A,46.240,04/12/18 11:00,2
579EBE20-8A18-9D2A-A6B1-1E3D9E9D953E,46.231,04/12/18 12:00,2
B7E23EBA-65B0-3AB9-A4A6-5C639CCC466B,47.144,04/12/18 13:00,2
54FC347B-A213-7544-6FFC-37B2065900A2,47.132,04/12/18 14:00,2
2AAC0E81-0585-6479-A520-622908CF261E,57.138,04/12/18 15:00,2
20A17C4E-63B2-1004-4047-3FF1CEBB61C3,50.709,04/12/18 16:00,2
299EE40C-8ACD-41B0-395D-E6FDD82C8930,48.492,04/12/18 17:00,2
9C92CCB1-1C75-2BDC-4F30-606A1E873CD8,49.993,04/12/18 18:00,2
74CF2637-9AED-1CCD-822E-7546AEB89880,52.172,04/12/18 19:00,2
55B462D5-87AC-9B8B-14E3-F435D1D47E01,46.745,04/12/18 20:00,2
411B37C8-56EF-31CD-0260-9D938DEF7136,45.283,04/12/18 21:00,2
6591E33D-4662-0AD9-54F8-914ECCB511AA,49.965,04/12/18 22:00,2
ECB0966B-02BC-314A-16AD-3015D36157A9,42.148,04/12/18 23:00,2
DFF36B13-7FE5-2977-5D06-5269BDC27667,46.220,05/12/18 0:00,2
C0E4EAB0-1921-099B-A761-B33E753878C7,42.255,05/12/18 1:00,2
F329CCDA-3EC1-7AAD-4EEB-EC3C715C2E43,49.000,05/12/18 2:00,2
D7DC2FAE-6C7E-9701-552A-86561654741D,46.599,05/12/18 3:00,2
E1D146EE-7B81-909C-9FA6-C116C0BD5ED7,50.284,01/12/18 0:00,3
1EE851A6-922E-9982-1DAE-C683C96360E9,50.523,01/12/18 1:00,3
D31957A3-6489-5B58-94AF-375BDB8B5DC1,53.018,01/12/18 2:00,3
37C73892-171C-5107-67AE-9DD7EB197FE9,52.557,01/12/18 3:00,3
0587AE7C-1BED-2826-34D7-161528062480,55.005,01/12/18 4:00,3
B04EC81D-2A44-3E25-50DB-B0DDE7E494D1,42.921,01/12/18 5:00,3
F86898E8-4F3E-60EB-533D-02EA1EB64080,48.397,01/12/18 6:00,3
90D95DEB-3422-497B-45DF-B2F647A67E9B,48.926,01/12/18 7:00,3
EB686777-09B5-5910-1E79-5E26F045367A,48.856,01/12/18 8:00,3
90667FAD-013F-40FC-9131-F13E117B90D9,51.939,01/12/18 9:00,3
AC2DE398-5EC6-5E60-4FFC-0753A9DD2C4E,47.270,01/12/18 10:00,3
5A75AC91-5B57-807E-36F7-87C90C3B2CB8,48.500,01/12/18 11:00,3
A64DCFBA-3994-68B8-6329-4AEC8EDE7FE6,48.952,01/12/18 12:00,3
C48823EF-1E63-2C16-984E-F6CDA8E4421F,51.103,01/12/18 13:00,3
3F9FC94C-0D28-2560-1DBF-43EF83F557A2,53.849,01/12/18 14:00,3
25999572-6842-6EBE-38A0-AF52B0386C81,53.684,01/12/18 15:00,3
B8BBA117-822F-60A1-5485-DA11A3348700,52.747,01/12/18 16:00,3
2D5D46F2-20D9-70FD-99FC-CE9DD19C03CC,48.337,01/12/18 17:00,3
C14E69B2-2EEB-41A7-183B-496853DE06B8,46.977,01/12/18 18:00,3
137DAD0B-8AB6-0BE1-6D40-319AD06954D9,48.382,01/12/18 19:00,3
23B0B888-73A6-1D8E-5A4C-E904D05A992A,48.070,01/12/18 20:00,3
C92AFC67-8D3C-5F60-5368-02EF5A7A54EE,48.569,01/12/18 21:00,3
24B3D678-63B6-5A78-49D8-3B6A195B556F,45.945,01/12/18 22:00,3
67FCC7BC-3C39-81E0-9EC2-D10D6E8C00D6,51.466,01/12/18 23:00,3
8E37417F-1324-8D8B-1A13-2FE3A6F6038D,48.362,02/12/18 0:00,3
B4C3A9E9-85D6-7AC0-504E-3A4840099280,49.747,02/12/18 1:00,3
3DD3C653-7C2A-3A15-1DB0-DD08CAEC6C9F,50.402,02/12/18 2:00,3
7B453CCD-0740-7356-0123-2506C33D24C3,52.204,02/12/18 3:00,3
8997E164-262D-8CFD-4FFA-8E7EDABE1D8A,44.705,02/12/18 4:00,3
5074B7E9-0F18-258E-0548-7CFF4E9106F0,47.370,02/12/18 5:00,3
0BB58EA1-35F8-1C76-0E26-BF9A6DEAA44C,49.818,02/12/18 6:00,3
CA713C12-284E-9A37-8854-FDED66112435,52.750,02/12/18 7:00,3
CD43AB1A-4671-A477-696D-F6E949002096,50.827,02/12/18 8:00,3
172C761B-5F68-853E-6580-2311355F0062,48.579,02/12/18 9:00,3
0FF67251-6598-9E96-8E17-D98A8EC07550,50.218,02/12/18 10:00,3
A4D7016F-3D1A-44EC-840A-24C99A139D36,51.383,02/12/18 11:00,3
92761EC1-00B0-A6EB-23BA-4FEA8D4B6C1D,51.185,02/12/18 12:00,3
87ABD16C-3877-8A34-078F-584803820F04,52.627,02/12/18 13:00,3
6574436E-410F-2D4B-6D19-C59B9E555130,47.222,02/12/18 14:00,3
6AD2DC91-1478-6C8E-74E7-03E7F7893C75,51.439,02/12/18 15:00,3
95A5719F-2233-40B7-7E8B-24E56D7BA696,46.048,02/12/18 16:00,3
5DC28E67-6281-337F-3F58-1215D1180052,53.163,02/12/18 17:00,3
E85484EB-1B35-740D-8281-882EAA248547,46.618,02/12/18 18:00,3
3E62F4F0-0BFD-7B30-2CFE-4242007BA5ED,49.924,02/12/18 19:00,3
990CC267-72B1-0A80-3888-DE6D295E2C23,54.072,02/12/18 20:00,3
87877865-7C6F-12D5-A2DB-91A9C6FEA077,46.858,02/12/18 21:00,3
7742DC36-0E70-2116-0441-8A7B2179A3AD,54.376,02/12/18 22:00,3
30D936C5-3021-46EF-8E48-28435A130AE6,52.716,02/12/18 23:00,3
39E69425-4CA9-4661-323F-8AAFE59A0E29,54.068,03/12/18 0:00,3
15445771-009A-87A7-7258-0EF74F325B2F,50.012,03/12/18 1:00,3
3450558B-2346-54BE-299B-F318EEEF089B,46.426,03/12/18 2:00,3
6AF6F13B-A3C1-468A-3F41-0909D339A469,49.430,03/12/18 3:00,3
922DE169-3851-96E2-899B-ACA6F4165722,50.167,03/12/18 4:00,3
5EB6B58E-62DC-02AC-6087-F7E8DCDA247C,47.019,03/12/18 5:00,3
24EC09B4-348B-26D5-112F-AC65A0F120DF,44.955,03/12/18 6:00,3
74113433-8A2A-A146-8CED-D6A05F8EA75C,46.219,03/12/18 7:00,3
B930D0B7-4557-6F91-0DDD-F7C6D4568D92,49.965,03/12/18 8:00,3
4F852A13-46FF-721B-82AF-87AA8D4057FF,50.266,03/12/18 9:00,3
9E2C43AF-8C81-84B3-8A05-68FF8AFD4ECB,48.749,03/12/18 10:00,3
8981E3C7-7943-93BE-A00E-5167E4A4916F,48.844,03/12/18 11:00,3
EF90D490-A024-655A-99B9-0C8E889383B2,46.704,03/12/18 12:00,3
7E574F3B-98A4-88AC-3B49-0E59EF25046A,49.425,03/12/18 13:00,3
BF1FEE46-9736-7580-8C65-1519D21F5E8A,46.152,03/12/18 14:00,3
74F6ABDD-606C-989D-108F-26B2DF341443,53.322,03/12/18 15:00,3
1DD77C5C-744A-3A85-3A94-B8CF76BE7FD2,56.513,03/12/18 16:00,3
E014E820-164E-192F-5EAE-C1D7FCD651AC,50.609,03/12/18 17:00,3
77A02139-4DA7-6D7B-9C33-EC4868A596BF,50.285,03/12/18 18:00,3
96F537E6-7AF2-6554-54EF-4C8BACDE27CC,44.320,03/12/18 19:00,3
34A7F5F8-094A-27FF-8B96-6C0657F79F66,51.780,03/12/18 20:00,3
095334F0-6B14-7CEB-6ECA-732C809F1721,54.397,03/12/18 21:00,3
0DE7C00D-9810-2FD6-7516-EB8F6B6605B8,45.425,03/12/18 22:00,3
72687CCC-04F1-39DF-1DC2-4A1035533D55,49.270,03/12/18 23:00,3
00DCDF79-5151-4024-5339-C6B77DA14C6F,48.988,04/12/18 0:00,3
9C8679A1-35F3-01E3-819B-3F75BA4B2B62,47.841,04/12/18 1:00,3
9CFDC278-3D19-34C8-3AF0-9ABF34116A7B,47.928,04/12/18 2:00,3
EE0C8F8D-62FC-2EDF-61DB-B50CA9C067BC,48.920,04/12/18 3:00,3
5C34BF0A-5556-9775-2FDF-6CF5AD729AD3,52.634,04/12/18 4:00,3
2517760F-5357-71DE-8370-CA45D1B28D5E,51.613,04/12/18 5:00,3
3D6D3D11-2F51-3A45-5AFB-D1CE59A9307D,48.052,04/12/18 6:00,3
E2C79ED0-77B2-6B63-8CE9-52A1852C9C4A,48.773,04/12/18 7:00,3
9F3D9D16-3818-6C7E-8070-BBBC4C387DBA,54.603,04/12/18 8:00,3
F10FEFD7-0F3B-A4D4-6E65-EC4D2D8280BB,59.653,04/12/18 9:00,3
344A40A3-79EE-0742-A496-398DAD6E3275,43.894,04/12/18 10:00,3
F8A944D8-5DEB-A416-23D6-2C9333919FD1,51.759,04/12/18 11:00,3
586F384B-84DD-82D4-4BB8-4E605ACD28C4,47.685,04/12/18 12:00,3
23C18650-0713-96E5-3AB4-27FEC7755FB3,47.867,04/12/18 13:00,3
7513DAC1-0D02-5749-5D9C-ECD2E5542DE5,47.825,04/12/18 14:00,3
491F0A0A-2BC4-2611-0AC1-0B8773559E9E,49.064,04/12/18 15:00,3
68B2DBC6-550B-0C01-32E4-E6AEC1A54CA8,49.877,04/12/18 16:00,3
11B59665-7BA3-226E-373E-377BCE4674B4,51.385,04/12/18 17:00,3
97407225-257D-7C09-36A1-0642530085E3,45.197,04/12/18 18:00,3
5F87DDB3-832E-5FD2-74E5-8FF8084D2DB8,47.309,04/12/18 19:00,3
FD57C14A-33D2-92DD-2DA5-41A782F14A32,50.890,04/12/18 20:00,3
055BF476-5381-6304-08CD-6D82BD4544DC,47.309,04/12/18 21:00,3
BA904AD4-A56F-7F87-717F-EAB8C85E9254,48.213,04/12/18 22:00,3
FCB89EF8-9511-0BF3-2351-6EE6EDE0069D,49.151,04/12/18 23:00,3
DBB396DB-864B-7B8C-270E-84E546BA6881,47.669,05/12/18 0:00,3
F64DD336-364C-9F8A-2685-C5D2EA2DA21F,44.247,05/12/18 1:00,3
37297F3E-7B34-6013-A65D-1CF92F7885C7,54.799,05/12/18 2:00,3
4CC35442-954F-0150-1138-5D7D55AC89DD,48.693,05/12/18 3:00,3
B2A23C2F-9255-318F-5352-39F212AF75AC,51.985,01/12/18 0:00,4
219A1476-29EB-862C-2267-99AC9ECFA3F9,54.882,01/12/18 1:00,4
C2E11D85-7E56-2ABC-60BF-30E7F617A605,47.032,01/12/18 2:00,4
65D53897-6E41-67C3-513F-781F6D9438CD,48.029,01/12/18 3:00,4
2856E10A-7864-5ADE-8473-4635DBDF825B,50.085,01/12/18 4:00,4
58DF787C-89C5-882C-68D2-CB79DE84632D,48.888,01/12/18 5:00,4
52A535AF-490B-34F8-72DF-7FDB9F953EDE,58.182,01/12/18 6:00,4
5BD9E0EB-20DD-A354-517B-177002AE5DB9,51.632,01/12/18 7:00,4
1BA3D101-549C-36EB-A0BD-A80E19473A41,54.971,01/12/18 8:00,4
E31E746F-9A1F-640A-20F6-F29202A76C94,50.414,01/12/18 9:00,4
E59027A7-56A0-2825-6D90-7728CB54178D,44.897,01/12/18 10:00,4
122168D4-7773-3766-5A29-D9F62EBA6811,49.425,01/12/18 11:00,4
CB436CB6-8A9D-3063-52ED-9C15C33996E0,51.427,01/12/18 12:00,4
4C115E5D-0060-78B9-5F4C-4194AE9B6B15,46.466,01/12/18 13:00,4
393067B9-4481-8C81-A4FE-0913946269F5,52.321,01/12/18 14:00,4
A441542F-862A-840A-839D-CE9300472968,46.315,01/12/18 15:00,4
ECE93C2E-28C9-7F95-7088-79E1AC2746C2,53.331,01/12/18 16:00,4
53CC1FB1-4B24-5AF5-8B49-990588C97E9D,50.235,01/12/18 17:00,4
41C1E4D7-93F8-16C2-33EB-F703002C03FD,53.124,01/12/18 18:00,4
1FE362D4-0631-5FB2-6AC3-2D6830311582,42.530,01/12/18 19:00,4
7D42E6D8-2119-9853-523F-79F901969ABB,50.539,01/12/18 20:00,4
97A12049-A177-2D64-2962-83D4EAF881F7,47.745,01/12/18 21:00,4
097BF067-5F48-07F3-1AEC-F8497123A6AD,44.136,01/12/18 22:00,4
