ID,Water Quality,Time,DeviceID
F0DE7F6E-0931-8FAB-25E2-C8EE22C5861A,5.5,02/12/18 13:00,1
074A9FBF-6633-1D6C-37B9-65B7D81F5DF1,4.4,02/12/18 14:00,1
DCF2CA9C-7A64-7C1D-165E-57B5CBE851B5,5.4,02/12/18 15:00,1
ABFE9A3B-8C5B-A30C-99CF-082C61FF753F,5.3,02/12/18 16:00,1
BD261311-745D-9696-05FC-3275A10C1AF7,5.6,02/12/18 17:00,1
F8A3EBD1-6C60-6F11-76D2-EF473FAD4CD0,5.9,02/12/18 18:00,1
A072E20C-958A-844F-730F-DE1008735918,4.9,02/12/18 19:00,1
601C8099-5649-A115-9E94-59346B0593FC,4.6,02/12/18 20:00,1
91E60BD2-4727-6294-A56E-C6F287FB1C03,3.7,02/12/18 21:00,1
920AD054-219E-3F56-405B-CA5109B53CA6,5.1,02/12/18 22:00,1
54C193F2-7883-1064-75EA-51ABA3AC1905,5.0,02/12/18 23:00,1
0B99C09D-9A1B-6C2B-6A00-1B909C6715D2,6.2,03/12/18 0:00,1
103F3C53-075C-503C-7457-3794FBF21347,5.2,03/12/18 1:00,1
3726BFF1-69AC-8394-A118-E56785F378CD,2.2,03/12/18 2:00,1
39A465D1-535E-6B28-6013-36A3947290B2,5.4,03/12/18 3:00,1
D43F78F4-497E-43BF-9164-DBAD3681A60B,5.4,03/12/18 4:00,1
4E4F33FC-7A4C-8F4F-8176-1586CD4B146A,4.4,03/12/18 5:00,1
DF164292-759B-64BA-59E7-D2FFA41557E5,7.9,03/12/18 6:00,1
8B72D581-43EB-A0F3-8129-172D6B7E15C8,4.3,03/12/18 7:00,1
45E9312F-31FC-0215-4574-D82D146221D1,4.5,03/12/18 8:00,1
99D753A8-79FA-2658-0697-2F9E5948930B,5.5,03/12/18 9:00,1
C045789B-5BC2-22EB-707B-511041264794,5.4,03/12/18 10:00,1
A0B8B10C-9504-3DD9-7E56-4B6F4260A704,5.5,03/12/18 11:00,1
1DB4CA18-61A3-596D-3A7B-81A4CA0D80CD,3.7,03/12/18 12:00,1
57BE0A91-0A17-8105-611C-DB0D3549872D,5.3,03/12/18 13:00,1
FD30C12A-11D3-6706-A6E4-015A1BBE5721,4.8,03/12/18 14:00,1
03680428-48A5-1222-9021-A8249E8EA242,4.5,03/12/18 15:00,1
6EC9A0E7-2026-5950-93F4-EB1CD71778A6,3.9,03/12/18 16:00,1
A7843DCB-0F00-23AC-9284-7813FB8836CC,5.2,03/12/18 17:00,1
DCE9BE68-58B9-3BFE-00FA-522CCA030E0B,5.7,03/12/18 18:00,1
824FB492-082F-825C-0BCA-7F6AF3046769,4.8,03/12/18 19:00,1
C33F18EC-8AF5-5E7C-7DF3-463D4A1E73DC,4.3,03/12/18 20:00,1
E66A2FFF-7269-0FD9-84B3-7EE688569688,6.4,03/12/18 21:00,1
96057D7A-1A6D-0572-9C54-67E74DB1A0D7,4.8,03/12/18 22:00,1
17F4B724-79E9-7E9D-2404-CB79D7CE03DD,4.6,03/12/18 23:00,1
CD343FC2-1BD6-0E50-4A08-9B008F732241,4.8,04/12/18 0:00,1
F0FECAF9-8D47-1C2B-3DD7-DFDBE772333B,3.7,04/12/18 1:00,1
7A412456-47D2-5A59-836C-68228B8302D1,4.1,04/12/18 2:00,1
F4B4D3D9-4D30-106B-9987-C0C4540879A3,5.5,04/12/18 3:00,1
7294EAB5-4721-60F5-5811-ADD210A60997,4.6,04/12/18 4:00,1
BB1B448A-6B17-4F5C-1DC4-71B4D76A3585,5.3,04/12/18 5:00,1
4F58C9A9-1B99-4E68-9531-CB385DC57944,4.2,04/12/18 6:00,1
0A208AA5-4251-43B0-28A5-0EC0D7B3480F,5.5,04/12/18 7:00,1
B8A8DFAD-4CBB-5637-51F2-716703156652,3.8,04/12/18 8:00,1
72883BCD-872A-A590-6C3B-13509BA380C6,4.1,04/12/18 9:00,1
C5865F18-205E-093D-8993-D270060443E9,5.9,04/12/18 10:00,1
82072439-0915-5AC9-2BB3-6B8BCD1C8AD6,5.1,04/12/18 11:00,1
6CEC4585-71C4-3BE6-9106-71DFE4F95449,4.4,04/12/18 12:00,1
A4214F85-3564-6F44-43BC-7FC2433746F3,4.1,04/12/18 13:00,1
DFA7A8E5-6A27-9604-0E55-5926910765C8,6.3,04/12/18 14:00,1
B14221F4-4035-6085-960B-9C4AD7489A22,4.1,04/12/18 15:00,1
568B4D64-4109-8E46-0E15-0DDCF36187D1,4.3,04/12/18 16:00,1
D1789C4B-2474-27AA-8A55-3E8FBD99A12A,4.2,04/12/18 17:00,1
FDE53469-2919-5FED-A0DA-3CDE20A1A64B,2.7,04/12/18 18:00,1
89F98004-220F-3A02-2FDE-4B8873E18CEA,4.5,04/12/18 19:00,1
F7C2720B-7EB1-4909-4F6A-38E39F524968,3.3,04/12/18 20:00,1
0E0D8D8B-38CB-9C92-2408-01B679F8A4D5,6.0,04/12/18 21:00,1
1A48ACD9-1448-4794-A00C-A3DE881B9DF8,5.2,04/12/18 22:00,1
E82734D0-0029-2844-4B72-2E29AA7D7382,2.9,04/12/18 23:00,1
4E5B93D9-9F32-013F-29DD-723DF75480FA,4.6,05/12/18 0:00,1
592267A6-1FF3-0537-66C5-5C3867FB8934,5.9,05/12/18 1:00,1
0CAF52CF-80CD-4306-78AC-4E50BB203012,5.2,01/12/18 0:00,2
2A6F944B-24E6-6FC1-2052-A9D0D3AF5C76,5.4,01/12/18 1:00,2
3C0442B3-3DD2-16B9-21F7-6FB2C5EF17D3,5.5,01/12/18 2:00,2
FE9D1ED2-209E-4FE5-7D0A-7F1AC73E6ABC,5.5,01/12/18 3:00,2
C281423A-35F1-1CAA-2CDF-EBA28B7F2E07,4.7,01/12/18 4:00,2
C2E4A414-559C-169C-117D-8AE211408943,4.5,01/12/18 5:00,2
5F158F21-055B-96D5-86D2-BEA874AA0C70,2.3,01/12/18 6:00,2
8EB0D7CA-006B-18EE-6415-22556A412387,4.2,01/12/18 7:00,2
994E46B4-1411-7FFE-26AE-11BB2ABD3302,4.3,01/12/18 8:00,2
420DB5BA-380A-3910-21D7-81B0CBEB6474,5.6,01/12/18 9:00,2
A7C58B85-533F-77AE-57CC-1A43FC462D76,3.9,01/12/18 10:00,2
9145F4B9-5480-3645-9560-17F04A1A34FC,5.1,01/12/18 11:00,2
FFF95FE5-9855-640D-2A6F-3C9899D90654,3.9,01/12/18 12:00,2
7EBB14E4-42F7-1B74-7318-919A9C4F3D7D,6.3,01/12/18 13:00,2
49AE3F86-4652-3AC5-9342-9DDF0D240833,6.3,01/12/18 14:00,2
94C21E17-0708-2554-121F-AFDC5F2179A3,6.4,01/12/18 15:00,2
9ED46484-0206-3B65-59C0-EF6A73E1756E,4.7,01/12/18 16:00,2
ABA2BC91-5FC5-A52A-078E-4C77CD1153F8,5.0,01/12/18 17:00,2
9803404F-0F62-1BA4-2A9C-0932D848202C,2.9,01/12/18 18:00,2
31C9692A-1FD0-5337-4F96-ADC53B154B84,3.4,01/12/18 19:00,2
0FE668AC-A61C-250A-0BAB-A13BAD43404B,5.2,01/12/18 20:00,2
B46F4463-3072-4AFA-397B-4B19745E7332,5.9,01/12/18 21:00,2
36C9F969-06F7-579D-9E9D-6869D6F816D8,3.0,01/12/18 22:00,2
6462A241-8907-21D8-255B-DE83716F02AA,5.3,01/12/18 23:00,2
EF5C35C6-3936-67FA-89B9-39B0268252BA,4.4,02/12/18 0:00,2
D6348CE7-3423-2669-748F-D9EBB8FC3E3D,5.4,02/12/18 1:00,2
54DB4913-2C86-351C-10CB-CCCD021D6054,5.4,02/12/18 2:00,2
9C66934C-8FB0-4F94-A60C-EE5AC5524BAB,5.2,02/12/18 3:00,2
D78C518E-A2BA-40B6-20B7-D6F8D9105E0E,6.4,02/12/18 4:00,2
446CF5B5-643B-28E6-71E1-D24D5EFE819E,5.7,02/12/18 5:00,2
A22F3B66-54E8-7CA5-4E79-752BAC0F6F4A,4.7,02/12/18 6:00,2
572151DD-8AC0-60A6-5F4D-53505C05A416,5.0,02/12/18 7:00,2
70147070-184A-68A6-5ABC-EFC1F7DE61B7,3.8,02/12/18 8:00,2
48B12317-1127-224F-A21E-E7980A144F78,3.3,02/12/18 9:00,2
0AD8A701-0C00-424D-3F3E-92AEB99E18C0,5.2,02/12/18 10:00,2
3C021FCC-8E65-7214-79DA-072C171F8487,4.4,02/12/18 11:00,2
CD602024-8B3E-418E-6BBF-5760A71304C5,5.6,02/12/18 12:00,2
E85B1048-07C6-7F7D-596C-3E3CD60E7CEF,6.5,02/12/18 13:00,2
ADE54BA5-40A0-A2F9-25AA-CD71A8352F42,5.5,02/12/18 14:00,2
85A4E33F-1D50-1BDF-A6D1-48D9C02E8E17,6.3,02/12/18 15:00,2
5500862B-22AA-388F-2E19-CCFE79010D7D,4.6,02/12/18 16:00,2
8419A20A-7C82-2F07-34FD-FCECE6881DE2,5.5,02/12/18 17:00,2
9AC22E53-21BF-0286-3022-5F8C37A2855F,3.3,02/12/18 18:00,2
5D616D0E-0C57-3DAD-3392-148E42796EDD,5.4,02/12/18 19:00,2
458EA322-5924-A021-A2C1-D44E052D3B8D,6.5,02/12/18 20:00,2
E6B5370E-34A6-0203-29D2-F21E109622AA,5.7,02/12/18 21:00,2
38C3F60D-4114-61CA-0890-622932595D02,5.9,02/12/18 22:00,2
751E4F8A-2BE0-248C-6C2E-208CB0E35767,4.8,02/12/18 23:00,2
E2F00503-833E-132E-9745-1789F07F4858,4.7,03/12/18 0:00,2
294819C6-1145-3F59-96A3-A5990EC16362,4.9,03/12/18 1:00,2
B7259168-4DAB-4F85-46D9-C6696E517FE2,6.2,03/12/18 2:00,2
9235BFA6-4C5A-71E4-571B-0587F7CC998B,3.8,03/12/18 3:00,2
C700DF72-4EA2-273A-6948-8691C4F7A1AF,5.8,03/12/18 4:00,2
E464D90F-28E7-A2E2-A0E7-90908C390263,4.8,03/12/18 5:00,2
95ED0E05-0BD8-519C-0A59-392251486056,5.3,03/12/18 6:00,2
04884080-2C78-0262-A297-BFC1F0B73BEF,5.2,03/12/18 7:00,2
4A7A4001-85D9-734A-A2EC-B87FE8098569,5.2,03/12/18 8:00,2
2229E92A-5450-023A-7638-F6203A34728C,5.0,03/12/18 9:00,2
13462D02-65C2-9071-1A6C-CC97A9B5097C,5.4,03/12/18 10:00,2
42B5777D-17EB-9032-61D1-093760352CB1,6.0,03/12/18 11:00,2
A48EA40C-8C5D-4F76-6E47-4857012501A0,5.7,03/12/18 12:00,2
66EF8F8F-2E3F-288F-5090-1C79815F2230,6.2,03/12/18 13:00,2
8B99B97C-8037-50A2-2F07-2FFA91585DB1,5.1,03/12/18 14:00,2
7F3E49EE-3A98-474E-A0EB-84EFF97C0E6F,6.6,03/12/18 15:00,2
4C55EF29-6A0F-29F8-2B18-C74E2B5C5852,4.3,03/12/18 16:00,2
04F4C140-822F-970A-8999-EEBFEAF66D61,5.1,03/12/18 17:00,2
1A68E9B4-0A97-A295-3352-5E944C6046CF,4.7,03/12/18 18:00,2
4B78DA93-9320-895B-2F67-8148AAC4A46F,4.8,03/12/18 19:00,2
5960786B-A336-53ED-570E-75B1DC309A95,5.1,03/12/18 20:00,2
D7A1F9AD-9115-493E-94BA-06FAE19E4810,5.5,03/12/18 21:00,2
C042A4F5-99D4-4579-18C6-C91FD20B0FA2,4.4,03/12/18 22:00,2
457B8113-8487-0EFB-21C8-712D599D48C9,5.5,03/12/18 23:00,2
A571BBD4-6EA2-71B1-A78F-DCF57EF13F5E,3.7,04/12/18 0:00,2
08DCA9D6-97D7-2D5A-7D7F-27E484259C50,5.0,04/12/18 1:00,2
DC107F1A-7AEC-1EFF-7F6E-7983D2B36423,5.9,04/12/18 2:00,2
D9DED826-8E10-68CC-12CD-32349AC68687,4.5,04/12/18 3:00,2
2AB2686E-A699-70FC-9E34-0AC2F7983529,3.7,04/12/18 4:00,2
07182CED-16D2-0150-87FD-A1861FCC2D05,5.0,04/12/18 5:00,2
F33E6617-50CC-22E0-A7A2-1DE4F791214C,3.8,04/12/18 6:00,2
C7E867D1-12C1-3CF2-553A-76F44CC55BE7,5.5,04/12/18 7:00,2
714E5E5A-0E7E-937C-44EC-326828D14A18,5.2,04/12/18 8:00,2
78781EF9-60A8-7832-491F-66A20A3235E7,6.1,04/12/18 9:00,2
CC5ADBD4-A304-04F6-4AFE-7B2B5AC10C25,5.3,04/12/18 10:00,2
B33A6781-2292-35F5-059A-1969325E2132,7.4,04/12/18 11:00,2
A7000001-8209-2AFA-9964-133298FB7C53,4.6,04/12/18 12:00,2
C4AE4F50-3D0F-5BD4-8C02-1AE539749230,5.8,04/12/18 13:00,2
53EC322C-3C17-275E-3990-BC2DD4119C3D,5.2,04/12/18 14:00,2
682598BD-66C7-1E59-736C-7D67CDEC39A6,7.6,04/12/18 15:00,2
FCEB566D-0ECA-23F1-5A5B-777AB01F65D5,3.8,04/12/18 16:00,2
38CD8F82-15BB-2B65-57BA-6D74223D5241,5.4,04/12/18 17:00,2
AAA063BE-435D-6522-4FBC-0C86F33F510C,3.6,04/12/18 18:00,2
9A793519-6A3D-2DF4-791E-1A13D3BB88B0,4.4,04/12/18 19:00,2
063A5FBC-5A96-3EA3-8945-7DB73D90289E,5.1,04/12/18 20:00,2
6885F7C2-A5EE-46D0-239B-1C0EC5792CEB,6.9,04/12/18 21:00,2
356D0C53-0EA2-8195-8F3C-14710E51110F,6.6,04/12/18 22:00,2
E0F4983F-471B-5315-6243-C10CDA4D3049,4.7,04/12/18 23:00,2
2662EDA4-84F3-92AD-4D26-673A1D892DFE,4.0,05/12/18 0:00,2
8ABDF885-7ABE-8BDD-82AD-CDF49A846F27,4.0,05/12/18 1:00,2
0062762A-3700-0CA6-464A-4866417A1DE9,3.8,05/12/18 2:00,2
85D7D86C-5E3C-8A81-97A9-9CB650129E76,5.0,05/12/18 3:00,2
14A0F2D6-83F6-3A34-8B71-33E94BC3A500,3.8,01/12/18 0:00,3
A6EAB7F9-87E9-7F4D-2489-639DCB2A1C3D,6.2,01/12/18 1:00,3
4D7C6A18-968D-9E31-070F-0AC3AE67041C,5.4,01/12/18 2:00,3
C46E3D14-339C-02F7-54D8-1C11C646545D,4.7,01/12/18 3:00,3
96B12ABA-A0C2-97FA-33D4-5EC6DAE874C8,4.9,01/12/18 4:00,3
87B01016-7D4B-161C-0629-9188380E078D,3.8,01/12/18 5:00,3
59CEE45D-688D-3354-4583-85D46875852D,7.1,01/12/18 6:00,3
4C6FADBB-4D15-5F1C-8822-FD7FA8293802,4.7,01/12/18 7:00,3
B38BC86C-637A-2EC5-5522-D962C14F94C6,4.4,01/12/18 8:00,3
88B41AEE-143B-9E26-737A-27EA453302A5,6.2,01/12/18 9:00,3
C2DB054A-74E5-357B-997C-BCEF934A5F38,4.1,01/12/18 10:00,3
FE84DF5C-98C0-6F1B-0291-56257D8C6877,4.1,01/12/18 11:00,3
9CBF8B01-25E6-47CD-34CA-696EFB8C82A2,5.9,01/12/18 12:00,3
C965681C-87A5-28B6-51A1-61CAE2A50969,5.6,01/12/18 13:00,3
E2C4DC11-5322-6DBA-93D0-F8803EECA510,6.2,01/12/18 14:00,3
39CAA053-8683-8B8A-1681-EE145DD522B8,4.9,01/12/18 15:00,3
342F358B-2248-746D-A51E-D9C7754B57ED,3.9,01/12/18 16:00,3
3DDF23A3-1CA9-9E5E-0E1A-B7066E129347,4.8,01/12/18 17:00,3
686F3E15-2FF3-A709-075C-7DCFE41F5E11,4.3,01/12/18 18:00,3
BA000286-2CC2-8111-9443-48BD0DE0522F,6.6,01/12/18 19:00,3
1FDA5ADA-3E8A-7DD4-8E9A-924AC5074970,4.7,01/12/18 20:00,3
3350830D-6282-44FF-5E0D-7BD7E847617B,5.7,01/12/18 21:00,3
17E21C9F-4CC9-48AB-65E6-A0BB415888BB,6.5,01/12/18 22:00,3
DC0A2C4D-2687-9D67-07F6-BCF698070C08,6.6,01/12/18 23:00,3
08C122E7-7275-4BB8-93F3-4598B0B1598C,6.2,02/12/18 0:00,3
8EFD5DDE-1A00-4144-4C48-511881ED76BB,2.9,02/12/18 1:00,3
833458FB-41ED-570C-2CFF-762239D13AD8,5.4,02/12/18 2:00,3
9AD7D5C3-329C-7623-01C3-98B91EFB916D,5.2,02/12/18 3:00,3
8480F191-4090-A281-3D33-9312FEC78C4E,4.9,02/12/18 4:00,3
E810A481-1D08-4BB9-88F5-508F220661DC,5.8,02/12/18 5:00,3
E46C3E9A-2648-41CC-2046-395D723A8DB0,6.2,02/12/18 6:00,3
1AFDA426-3026-5CE1-2069-208D9CA54FF7,4.8,02/12/18 7:00,3
BBC6595B-93DA-A44E-5B16-67A20383643C,5.5,02/12/18 8:00,3
C2205ADE-3DCE-3CB4-4D01-CF82AB6E503E,5.7,02/12/18 9:00,3
411816BF-5BC3-6AFB-09CA-ADCF59318778,5.3,02/12/18 10:00,3
EAEFAC98-2C18-39D1-47A2-70A5FAAD284B,4.4,02/12/18 11:00,3
62C9CD20-2BB1-4515-1A90-353426FB5E80,4.3,02/12/18 12:00,3
1B4AA023-0905-7D23-0245-8FE11C3734AF,4.6,02/12/18 13:00,3
90892A92-3E3E-5E20-8D10-669FE1B0705B,4.8,02/12/18 14:00,3
8A3E8CD7-149D-8BCA-7DAA-F7BF0DAC4AB4,4.9,02/12/18 15:00,3
4A50EA28-7937-2AD1-88C0-7538608319FE,3.5,02/12/18 16:00,3
EF0F6947-6D05-0C8F-550C-31FA1BA94C3B,4.1,02/12/18 17:00,3
2E6147C4-824F-9271-55C5-D5CF846497EB,5.5,02/12/18 18:00,3
A4EEC4E4-317A-7D98-A4CD-9653791508FB,4.4,02/12/18 19:00,3
AE70FBA7-6080-6E4B-446E-3979C97092AD,3.3,02/12/18 20:00,3
E1491AC6-2A5E-5D2B-69A4-F9F50D7C44B2,6.2,02/12/18 21:00,3
05465C37-2A43-8F5C-2B21-DEAF93C28300,5.6,02/12/18 22:00,3
4C51DF8E-1EC4-00E3-4539-B1660905A449,4.9,02/12/18 23:00,3
895ADF94-7737-8A0F-4CBA-C3F558463A2F,4.7,03/12/18 0:00,3
7383C0A0-4FAA-309C-4F73-3CA682B12EEA,4.9,03/12/18 1:00,3
AE22DE55-44A7-1986-2677-1BC65E3C78CE,3.7,03/12/18 2:00,3
7D09B2F9-2121-0A81-4C1A-0EE6405D5FD6,5.4,03/12/18 3:00,3
B465F7A3-3FD5-7694-5630-D779ADC995FD,5.8,03/12/18 4:00,3
851A9DE8-07DF-87F2-8A21-7B246EF9461F,5.4,03/12/18 5:00,3
158365E0-46C6-5119-4B5E-E78B215F2D72,4.1,03/12/18 6:00,3
21E86A60-41FB-9757-3542-EA4C653E4E97,5.9,03/12/18 7:00,3
B1EA9FDF-797B-0E19-70D5-D521DCA79563,4.5,03/12/18 8:00,3
5DD6E87F-621A-4D78-8393-D2F92A7325A1,5.5,03/12/18 9:00,3
0324D4BF-5398-46EF-44B0-E662AA3A7BD7,4.8,03/12/18 10:00,3
61854F9F-2CFF-2D53-122E-649B456C0FCC,4.7,03/12/18 11:00,3
E884C918-8153-44B7-3B7D-FE92112F66B8,6.1,03/12/18 12:00,3
E583A6FA-3443-5286-721B-2691CC946BDB,4.0,03/12/18 13:00,3
33D21954-27E7-16F2-5ACD-E5B268C54704,5.4,03/12/18 14:00,3
3A2DD6F1-072E-13AA-66CE-84559041322A,4.0,03/12/18 15:00,3
9C071AEF-7903-09C9-79E2-BB48455B45DA,5.6,03/12/18 16:00,3
B899290C-2EAB-6EBE-5A71-158F421C6201,3.8,03/12/18 17:00,3
0826FA3A-2D87-4742-52E3-CEEEB1B36402,3.1,03/12/18 18:00,3
817B033F-1A36-0BDC-4700-5B9925183E01,5.1,03/12/18 19:00,3
E423E78B-1125-A7A5-261E-8555C8113E22,7.4,03/12/18 20:00,3
B696C88B-30A4-0E01-1438-24B889580595,5.6,03/12/18 21:00,3
F6CAA9B5-9034-416A-70FF-884D4E485142,5.2,03/12/18 22:00,3
20F293C5-5ADB-0175-967B-AAF27B154602,5.3,03/12/18 23:00,3
C2F6C257-2FA9-843B-02CD-50253798164D,5.6,04/12/18 0:00,3
574010F0-725C-9353-24D6-D278B54F9F4A,6.0,04/12/18 1:00,3
220634B1-84BF-568D-638E-39B5B4584F12,5.9,04/12/18 2:00,3
08559F5A-4D9F-8EEE-77DD-4F6F109A66BE,5.3,04/12/18 3:00,3
0E7E8FD0-A148-92ED-A1BD-5E8AACE649EC,4.9,04/12/18 4:00,3
B63ECA2F-8E15-4D2C-105D-BFB49D7E4FA3,5.6,04/12/18 5:00,3
4D73452A-66A0-1BF7-6296-662E39498324,5.2,04/12/18 6:00,3
2F3AACE5-79C3-9481-2862-3709C3D0A27F,6.7,04/12/18 7:00,3
A34CA167-196C-6927-7053-1C59D6047F77,4.9,04/12/18 8:00,3
E33CA76B-0672-573B-029D-E0A1BFA59348,5.7,04/12/18 9:00,3
BED61477-5C1D-33FC-8C6C-D09BE4AB6ACC,6.3,04/12/18 10:00,3
FC84A579-4719-6381-0388-D820E9107994,4.1,04/12/18 11:00,3
EB62BE44-529E-4657-9308-3224C5648FFE,5.5,04/12/18 12:00,3
4B3B31A4-8582-1E7B-4CD9-94F9DA0F715D,5.9,04/12/18 13:00,3
000F94D7-867C-4D22-8DD8-32ED933D7F87,6.8,04/12/18 14:00,3
25AA489F-0D1D-9785-7517-FF2905D86C05,4.4,04/12/18 15:00,3
9D49C86E-8B05-291A-8F2A-0F5A034D311B,3.8,04/12/18 16:00,3
4C6B6EB1-6C02-1D92-397C-2A51D9FD501E,4.7,04/12/18 17:00,3
BC344177-7F6C-38C2-259F-259E99BF2A62,5.6,04/12/18 18:00,3
D62551F0-90DB-76AC-8A20-CA12692781F6,5.5,04/12/18 19:00,3
AD914276-A233-3289-1D42-514AFAB27F23,3.7,04/12/18 20:00,3
03AC209E-6A27-213D-879B-2FF84DF61AA7,3.9,04/12/18 21:00,3
39EEA72F-9478-30B9-29A0-06E9229B9AAB,6.7,04/12/18 22:00,3
E4F293EC-8CAB-5460-8933-A11D7EFD79C2,5.3,04/12/18 23:00,3
7A28DA65-5C05-30EF-37F2-60AB54371697,5.4,05/12/18 0:00,3
509ADEC7-1CB4-7A8E-18F6-2E710D8C5A0E,5.9,05/12/18 1:00,3
9EBE442B-3D5E-0E72-6CB2-FDB94ADC410D,5.1,05/12/18 2:00,3
3B6C43B3-32D8-0954-05CA-AC65489BA239,6.1,05/12/18 3:00,3
16F6CB95-82D2-68D2-0A1C-3E78C4297E99,5.0,01/12/18 0:00,4
E1D4DA38-24CF-7FBD-2354-9EB69DEA81F4,3.8,01/12/18 1:00,4
DAC1A405-6D4C-84E2-0621-17A9C57A14D0,3.9,01/12/18 2:00,4
03153A71-976A-29E8-991E-D91CE3F14CA5,3.5,01/12/18 3:00,4
468A7AF5-2CC4-5228-99D1-8F8CADC229EE,5.2,01/12/18 4:00,4
8D0EEF1C-0DCF-3C2D-2F7D-4EB1A87D16B4,6.7,01/12/18 5:00,4
7D50BA1D-31E7-941F-8915-9FB2AA3597D2,3.4,01/12/18 6:00,4
8242EB83-531C-7BD9-A73A-73BA8F328933,5.9,01/12/18 7:00,4
959F03D4-1641-0949-86F6-93CA7479198C,4.4,01/12/18 8:00,4
AA1626AF-4CB4-625C-2CBA-714FDB314CA5,5.1,01/12/18 9:00,4
825A5CCF-7494-0AD3-98F5-24354BC98DDE,5.4,01/12/18 10:00,4
27A6CEB8-01AA-7D91-7E06-76FBE1971A34,6.7,01/12/18 11:00,4
5254FCE5-350F-0491-77F6-F568CA84473E,4.7,01/12/18 12:00,4
67EE9D69-3892-A57A-87A7-6FFE30B99411,6.3,01/12/18 13:00,4
88044A10-29E1-45B4-587C-9C3FCC4A750E,5.5,01/12/18 14:00,4
B0906B0E-A65F-9C6F-04BA-EB3C52B64CB8,4.2,01/12/18 15:00,4
E510AB76-6D0D-7734-8931-4F4928CE763F,3.8,01/12/18 16:00,4
6E207604-6860-8C3F-8BEB-F685FA6D5117,2.2,01/12/18 17:00,4
F30AF61F-3B61-3173-8108-E8A13367694E,6.0,01/12/18 18:00,4
8EFBEFF3-2726-070B-6924-6F54CF5F554D,4.5,01/12/18 19:00,4
340432B8-5FBB-19EB-4E3F-B6BE02D5484C,4.4,01/12/18 20:00,4
CF03DF60-11C4-3572-46BE-992636F5548E,5.6,01/12/18 21:00,4
6A1AFA8C-44C5-2C37-1C52-FF6B9DB766D0,3.9,01/12/18 22:00,4
