ID,WaterUnits,Time,DeviceID
f205e881-de0e-4623-917d-5788c20206ac,954.3,12/11/18 0:00,2
d53974bf-8166-470d-a009-2008b0f7b396,959.53,12/12/18 0:00,2
c39252f2-4a2d-41d8-96d2-dc2fe11341ab,1038.1,12/13/2018 0:00,2
cd56ad80-fb85-41ad-aa61-5ab15a3ce3d9,1189.1,12/14/2018 0:00,2
88c4ae25-c095-40c4-9c9e-18e78c5c52ab,872.37,12/15/2018 0:00,2
2f96367a-df61-4c5e-b754-47e147b43e6b,1061.2,12/16/2018 0:00,2
efee9d86-8f06-48a9-826c-90526d28b79e,1052.8,12/17/2018 0:00,2
87493e5a-3543-4b7c-8fee-1c055cfb6430,905.29,12/18/2018 0:00,2
871009ea-e038-42fb-bc49-29820b4b2dc3,1207.2,12/19/2018 0:00,2
2b37edb2-8b52-471b-8073-50e09af2d1a8,1079.3,12/20/2018 0:00,2
1c9f0a7e-0ab8-4521-b824-e2eaf3d1cc94,1171.2,12/01/18 0:00,3
030eab22-57f2-4836-8c2a-3258f3f95968,993.25,12/02/18 0:00,3
d4fa14c8-b888-441f-acdf-686d0c818960,986.51,12/03/18 0:00,3
1e818fc4-403b-4caa-b0c9-834f6db231b1,1075.8,12/04/18 0:00,3
32ba0385-9505-4917-b5d2-c6491d389f51,1043.4,12/05/18 0:00,3
d82faac0-ea15-4625-8afd-fe2d23fc50b9,992.87,12/06/18 0:00,3
750f2163-ff09-4bb5-9921-c24fa87dc1a7,878.61,12/07/18 0:00,3
eea41c65-a8c2-4ff1-bb78-1609ac28087e,926.77,12/08/18 0:00,3
9e2f6c07-c8b6-47c2-81d4-7c197ceea734,1132.6,12/09/18 0:00,3
8a35542c-bcf4-45a5-b540-9561c90ce608,1045.9,12/10/18 0:00,3
f07bdba1-13d6-4951-9948-71f5b85c0d61,884.5,12/11/18 0:00,3
4c153c77-8ede-4014-8e50-de46ab072b9f,867.25,12/12/18 0:00,3
e064040f-b640-444c-afa1-c5aadc4b161d,1043.5,12/13/2018 0:00,3
2d63349c-ff9a-4316-9c68-7b28c0e5659b,1031.7,12/14/2018 0:00,3
1ddb1544-9f1b-4cc7-a557-eb0d0e449017,1009.7,12/15/2018 0:00,3
92eaf18a-6215-48ba-9f48-d9bc55d5edf6,916.95,12/16/2018 0:00,3
438e8d68-7b83-4559-891a-747314720008,883.51,12/17/2018 0:00,3
648624f4-0853-4a58-a2e2-e7eb9bdb0e28,996.84,12/18/2018 0:00,3
3348b176-4c85-4249-8090-d432e2d803b6,1052.3,12/19/2018 0:00,3
437f3aea-6354-4049-a367-4524eba1a024,1163.2,12/20/2018 0:00,3
d9ee915e-0777-4747-94bc-275741d7fdd5,942.85,12/01/18 0:00,4
07790580-362e-461a-b895-44528a509d9c,1023.2,12/02/18 0:00,4
a2fc092a-3003-4d51-b84f-9eecddb7eea0,1167.3,12/03/18 0:00,4
fe9c8c48-43e6-41c4-a3c3-0116f0f4010b,862.47,12/04/18 0:00,4
95d06dab-f55e-43d9-b182-b35dbc6310fd,984.9,12/05/18 0:00,4
a4f2ccd6-1d11-40ec-bbd8-a7485e3c0130,1017.9,12/06/18 0:00,4
880b7cbb-eee3-42f6-b2d5-bf3d7dec9b11,891.39,12/07/18 0:00,4
43a3f48e-f684-442b-86c8-f0b951fe0f60,1130.9,12/08/18 0:00,4
9574b9f3-b0a6-4e13-ba5b-5ad3bdf2f6ac,1027.5,12/09/18 0:00,4
c85c8fef-3c30-4897-bc98-f3e64b472490,965.18,12/10/18 0:00,4
882bf41a-c20b-48b9-835f-718b3a77c307,1030.2,12/11/18 0:00,4
6cc62f2e-f9e5-45f1-9336-0a738274edfb,935,12/12/18 0:00,4
82725dc8-7400-4a6f-962d-260afbffaeb0,1042,12/13/2018 0:00,4
061706d4-a4e0-460a-abbb-2f221f8b4529,1080.1,12/14/2018 0:00,4
094a1a9a-2302-4da0-b742-4cb6c428f809,1048.6,12/15/2018 0:00,4
b5c3249f-6742-4ba7-b0f0-1b5df45b143f,1007.3,12/16/2018 0:00,4
de85dca8-49c2-40c8-97a7-e09c884900eb,1016.3,12/17/2018 0:00,4
d22311b9-b67b-4eb1-93d4-a814d2d96a4b,984.11,12/18/2018 0:00,4
05a67072-e11e-43b3-9670-5b829f154fad,967.52,12/19/2018 0:00,4
e5dd44db-e871-4166-a9a4-d67c6436aa82,1074.4,12/20/2018 0:00,4
749bc1d6-de12-47d4-8d0c-601d27f47af4,1193.8,12/01/18 0:00,5
f222d76e-d710-476b-849f-00a901aafcf6,1003.5,12/02/18 0:00,5
fba9c727-b25e-46b3-86bb-29ad58ab5735,978.87,12/03/18 0:00,5
97ea28f0-06e8-4cbb-9353-962d7505a6e4,939.64,12/04/18 0:00,5
7c44295e-1b5a-45a1-85eb-fddddaff0581,755.66,12/05/18 0:00,5
58adc38b-767f-474a-816b-6882e9968d1f,698.71,12/06/18 0:00,5
77b4689f-add0-430d-a803-6fbbb05d0940,1048.8,12/07/18 0:00,5
483bdf0e-a2a5-467c-ad0e-b024073c8164,1112.9,12/08/18 0:00,5
cf597a2d-caef-4340-a0a0-3db5d9ab435d,887.05,12/09/18 0:00,5
a8a7dfc9-9750-48b9-95f8-d8d3f52895d8,1120.6,12/10/18 0:00,5
fd12ce53-1851-4489-9b48-63553322a4c7,906.62,12/11/18 0:00,5
f5faa1b6-a4f9-4122-aa7e-3abc1bcf2fd7,1003.3,12/12/18 0:00,5
f26bcf9f-c288-42a0-8c7f-32b7e9041c6c,1026.7,12/13/2018 0:00,5
236ec9bb-dc4f-405e-a94c-903556656b39,938.2,12/14/2018 0:00,5
b3383f75-ccee-4a94-a21b-02459015de0b,1155.4,12/15/2018 0:00,5
a561b39f-be82-43d6-8a6d-d252ac109b7c,1085.4,12/16/2018 0:00,5
85e24706-eef7-47f9-9663-689dd510d5fe,1097.6,12/17/2018 0:00,5
5c9a374d-8b2a-4b99-9440-37355ce7ec78,887.76,12/18/2018 0:00,5
5b95150b-17dd-4db2-be59-2a87a4a36913,1046.6,12/19/2018 0:00,5
2753aa31-375f-4102-a550-9875936ce1ee,947.45,12/20/2018 0:00,5
2734642b-938d-486a-89d2-aba23c59b935,968.2,12/01/18 0:00,6
3f267c48-f4c6-4dd5-afa1-3f25fc52ed44,1039.1,12/02/18 0:00,6
5409fef7-ec15-4471-972b-2b13b1a44eab,869.19,12/03/18 0:00,6
146c2906-aa0b-40d5-aaa6-091cdffeee35,973.21,12/04/18 0:00,6
19d045e9-e5fe-4671-8c9a-403cb39b7338,1116.6,12/05/18 0:00,6
d23a28b0-8118-4028-9c58-17b39c58d5f8,1071.9,12/06/18 0:00,6
e4fdb0f0-a773-45ef-a699-6938d5cf05b5,965.83,12/07/18 0:00,6
d092e2b9-32a9-452b-a7b5-7bd5036e3fe5,991.51,12/08/18 0:00,6
f3ee8df8-01ca-40e9-95da-d35c2c093e18,1204.8,12/09/18 0:00,6
36340f0b-c34b-4c8d-a4d2-a1376bd25249,767.35,12/10/18 0:00,6
7bd435f9-6697-4a62-8cfc-1118ac6cd26f,1232.3,12/11/18 0:00,6
29e88680-4408-41d4-b545-41b2351e28b3,1157.1,12/12/18 0:00,6
c079ac29-9d49-4fa4-a532-3f5187e0d0ba,936.19,12/13/2018 0:00,6
5b0016f9-52bf-4758-900f-8f008421af84,1068.2,12/14/2018 0:00,6
9a03b688-98e3-48ee-81c8-b218853e8d72,1077.6,12/15/2018 0:00,6
bd141344-8f6a-4551-bc7f-2cc322d86d1b,1089.7,12/16/2018 0:00,6
0a53cc08-69c2-45e0-b0a3-31085818ba54,1141.4,12/17/2018 0:00,6
fa3e2db5-223d-41a2-ad79-bc99caa5973d,1039.1,12/18/2018 0:00,6
496cc1d5-ec1f-44a3-8743-0f0ba31110ce,898,12/19/2018 0:00,6
3dbf1661-afbe-47ba-ad25-9bbb93b1e549,965.17,12/20/2018 0:00,6
ef055bdc-b4f9-49a1-908a-ffa5bd5e3cab,1051.3,12/01/18 0:00,7
48b9ef42-dc10-4932-989b-d96c91b23f29,1189.6,12/02/18 0:00,7
35fe8e4e-3a90-4b5e-89f5-fc49b0feeaca,914.93,12/03/18 0:00,7
ae3981f0-e65a-4457-a6ac-2186dd79fe9f,915.02,12/04/18 0:00,7
eafbc9e1-87d0-4b2d-b3ab-d7f0fa177bad,904.76,12/05/18 0:00,7
bbce6a97-b905-427e-abf6-5468d8ab0e96,968.61,12/06/18 0:00,7
443ff594-90d0-403f-99bd-031e6ed7f203,1106,12/07/18 0:00,7
58ccbdce-777f-47f5-91d6-aec15c06aa2e,1052.1,12/08/18 0:00,7
b588faa4-404d-48c7-a535-57bdc69e8548,923.62,12/09/18 0:00,7
58a543db-ec62-424f-865e-75ef34ef9e04,897.01,12/10/18 0:00,7
1d1d7d42-01a0-42f3-9cba-672da06b3a65,993.33,12/11/18 0:00,7
cacb0745-d67c-42a5-a8e9-eb5890f2a621,989.68,12/12/18 0:00,7
4f7ea6ad-734c-40a0-a99e-5b4c18daed00,850.38,12/13/2018 0:00,7
ad853c2e-7018-4421-9f45-a9a7a2b68f45,1098.2,12/14/2018 0:00,7
fb07a766-b089-4b73-9f92-4b3674dad5f7,883.75,12/15/2018 0:00,7
0e59a6d7-9e79-4608-bb74-1eba3080e467,1127.1,12/16/2018 0:00,7
0aa8e7ab-5149-4415-8ec4-47b22cd89ca1,945.49,12/17/2018 0:00,7
3a99cc17-ea62-4eb4-958d-ff33e9198d4a,941.1,12/18/2018 0:00,7
73f18a0b-db19-4705-896a-524a12f6b19a,976.34,12/19/2018 0:00,7
dd898605-e209-49b8-915b-e378bfe9e1e6,1071.5,12/20/2018 0:00,7
7eef6e2e-9a3e-4e94-a5bc-8d8d4ff0e79d,1089.3,12/01/18 0:00,8
ca605566-cfa4-4d71-9069-8ecf542182fc,1114.4,12/02/18 0:00,8
c02f0ce5-3cae-435b-aa3e-427785c01f1b,970.73,12/03/18 0:00,8
e5e9d1e5-dcb8-43f4-ac35-76794cd855e2,880.99,12/04/18 0:00,8
6cb22598-bffa-4b34-b272-195a34221607,938.39,12/05/18 0:00,8
18a939c1-5a52-49ec-85d1-15d7a1a47920,1109.2,12/06/18 0:00,8
f134b87e-0d63-4c36-b960-97f75584f9c4,921.54,12/07/18 0:00,8
358e95f3-73e5-4168-832c-146f6a48ede0,1084.5,12/08/18 0:00,8
1a4db43f-b075-4f3b-b29c-70f20cb7474e,1185.7,12/09/18 0:00,8
d86b9c76-4c2f-4894-99aa-9baba038790e,1052,12/10/18 0:00,8
f50ce0a3-fc4f-4e82-a91d-3f0c9669f9f4,1061.9,12/11/18 0:00,8
4dcbed39-85ce-4ac2-b3f9-b4fd5a43afda,1008.6,12/12/18 0:00,8
53c513e1-cc6f-4cb9-ae01-5ffc6ff2dcf7,1028.9,12/13/2018 0:00,8
28185e80-3176-4104-916c-e8cc04778310,912.58,12/14/2018 0:00,8
a17e2aca-e8e4-42b2-907c-a7f3bc6913fe,904.67,12/15/2018 0:00,8
4ca1b21a-cc60-498e-893c-4e98df0ccb2d,906.99,12/16/2018 0:00,8
6b8f3645-77d0-4074-a4b7-103e7becd526,913.5,12/17/2018 0:00,8
796fc2fd-0c2f-47b3-ba66-290eff7e556f,1015.9,12/18/2018 0:00,8
f96b5ee1-381c-408b-a134-86e202856f9d,1005,12/19/2018 0:00,8
5f3b9fc4-dbe1-4abe-ba22-718adb4e99ac,792.51,12/20/2018 0:00,8
840d79ca-1f94-4844-b073-dd6cfd9ccae2,949.76,12/01/18 0:00,9
c6e0edef-678e-43ba-974c-5da772a54789,859.35,12/02/18 0:00,9
99d481e6-e489-4ca0-9b43-ea00d28e34cf,956.99,12/03/18 0:00,9
9e0e448b-13b8-48d3-a1e6-8e557062eec2,950.27,12/04/18 0:00,9
31ddbf55-f359-4535-bf12-b674fb074979,803.29,12/05/18 0:00,9
7048b553-a139-4bdb-b584-8cf99962847c,1161,12/06/18 0:00,9
86657bd1-3390-4e45-ac8c-b30cf7c9332c,1057.4,12/07/18 0:00,9
c2b6f693-de07-4189-9e33-6a6839bd5711,963.24,12/08/18 0:00,9
f07e824f-8d89-4c7b-ad4c-4f26a4bf0216,988.57,12/09/18 0:00,9
3229c401-3cf2-4e59-9e21-55c6460897a1,851.82,12/10/18 0:00,9
8efede77-4a22-4ec6-b6c7-0ad798647f3c,1150,12/11/18 0:00,9
e5b49b53-3c73-434a-a64a-54e9be8ad89b,1174.1,12/12/18 0:00,9
c0b5bbe6-77d1-4638-bba8-f00811da6df8,1065,12/13/2018 0:00,9
7b2adf50-7fb7-40ac-b140-81e1aa42dbb6,1108.1,12/14/2018 0:00,9
66f72339-19bb-4b49-bfd9-bc97e2a77995,882.33,12/15/2018 0:00,9
e1779847-dc58-4d6d-a5ce-185b1ec626da,993.88,12/16/2018 0:00,9
45d85d2e-8d68-4550-a6ec-5e91122709f0,968.96,12/17/2018 0:00,9
fc036f7a-3a4e-4391-8619-8f57fc157c9f,926.01,12/18/2018 0:00,9
c9cc5c65-6226-4eb8-95f8-f959eb6facca,1121.9,12/19/2018 0:00,9
e5f8f264-e95a-482d-9097-b505500cc7a9,954.99,12/20/2018 0:00,9
cd944dfa-9e6f-4948-9162-bf55343da573,1087.5,12/01/18 0:00,10
a1b462de-55d1-4190-be50-0c96d4d26ed4,998.83,12/02/18 0:00,10
b2f9b7f8-12bf-45f5-955e-b63a3e34a752,1028.9,12/03/18 0:00,10
c20ce527-c4ff-4825-b95c-47a0b4d1afb9,1077.1,12/04/18 0:00,10
74fbb700-d7a9-498e-aa07-00a9749339d2,1025.7,12/05/18 0:00,10
94f9d232-60ac-4a32-99ef-ba33e9521dc6,987.43,12/06/18 0:00,10
a242cf3b-87ff-4ea8-9307-56f2754536db,919.42,12/07/18 0:00,10
88f69a0b-e295-4873-a988-b75e87036900,1150.3,12/08/18 0:00,10
55ce2f48-9a29-4d1e-a447-9780be5bf219,1101.4,12/09/18 0:00,10
c1f2d6cd-386d-45a9-8c43-074e4882d47f,1055.1,12/10/18 0:00,10
aa1b7777-22a8-4a8f-ba50-7d9fe5bd6e99,939.9,12/11/18 0:00,10
94064282-1052-437f-8f4f-03f0f5115e5e,996.14,12/12/18 0:00,10
223ad572-723d-42fe-aefb-b6e559623dee,1011.5,12/13/2018 0:00,10
cb544cb9-7b4b-4cab-b9cc-8040f3819e33,1041.2,12/14/2018 0:00,10
e343e478-82c3-4458-882c-f3fb364ba7bf,956.6,12/15/2018 0:00,10
80786a13-54f3-439a-b500-a42c9f93fb9c,916.35,12/16/2018 0:00,10
703fad08-7497-4792-8b78-858c71c66042,918.24,12/17/2018 0:00,10
5f4f7a3a-925c-44d7-a8c8-868ee799e9dd,1155.8,12/18/2018 0:00,10
36658f80-13da-445d-a57c-9080724e9e27,967.03,12/19/2018 0:00,10
31bbab95-eef5-4fe3-86d4-36b18ae67cb4,910.12,12/20/2018 0:00,10
13d2fa20-71ce-448e-962a-cfb79fc58bc9,1008.6,12/01/18 0:00,11
7b11c444-a37c-45a2-af4b-820e5d85c443,1189.6,12/02/18 0:00,11
9e9fd004-eb7b-4d80-ab9b-aec478767655,974.63,12/03/18 0:00,11
bf199713-4399-4095-bfc6-e1f93027a9eb,1059.8,12/04/18 0:00,11
7d5f291a-f126-41ed-9d30-b489e56293aa,1016.8,12/05/18 0:00,11
19dc1d26-c4ec-4538-88f9-f438e9809dcd,894.55,12/06/18 0:00,11
85257bda-9d17-41ce-a95f-43bf733dc948,1087.1,12/07/18 0:00,11
31a56524-1545-4132-910c-66c2ceac956c,1216.8,12/08/18 0:00,11
a290c3b4-2b8b-48be-9b1e-403c5c48caf8,873.35,12/09/18 0:00,11
c3f6ae6a-53e8-4d10-a6e5-b2b213ad0a36,1059.7,12/10/18 0:00,11
c4a5b65a-7fb7-4594-b9db-2066b2c57c8e,745.6,12/11/18 0:00,11
078e7786-989f-4512-a2bc-77aba6956cd8,1137.3,12/12/18 0:00,11
2ea65505-3db6-4ef7-a299-cb826b2c1836,1020.9,12/13/2018 0:00,11
fdab571d-4eb6-4605-bf39-fa7bf1bc0b47,934.82,12/14/2018 0:00,11
831206e6-d912-4886-bbb6-455885334fef,1024.4,12/15/2018 0:00,11
af8ee3a6-47b3-4fb9-8788-c3db90b0f7f1,1167.9,12/16/2018 0:00,11
129bed75-4ba7-4822-8723-35f3d4f9052d,1018.9,12/17/2018 0:00,11
8fae352e-3190-427a-bf6e-a5a22b96e407,974.21,12/18/2018 0:00,11
da2cd634-1a49-48e1-b825-b5a59b1d4d2d,908.98,12/19/2018 0:00,11
7a07ba40-bef8-4d34-b70f-713b4ee7638d,1070.6,12/20/2018 0:00,11
5ae93a1c-e1c5-4f4b-b40c-f44b3e53c6cd,1098.8,12/01/18 0:00,12
6e581d4a-c315-4b89-811f-f7af418b1097,1103.4,12/02/18 0:00,12
e19419c8-f509-43c0-b6c1-4f75ff6dbc56,1020.6,12/03/18 0:00,12
f271bdd4-4398-484a-9bc9-fc9c041dbc0b,1006.3,12/04/18 0:00,12
96b3f221-287a-4072-a928-6d68d101fe90,762.12,12/05/18 0:00,12
7671613f-f2c7-44b9-b444-77ef91bcf818,999.39,12/06/18 0:00,12
4169e587-4cb1-45bc-86cb-c654e16be52d,926.63,12/07/18 0:00,12
6760af58-ccab-4fec-ad14-2e223f4ac280,1114.1,12/08/18 0:00,12
5b338374-91eb-4ef6-a5f6-6c8a1cbcb89e,1009.1,12/09/18 0:00,12
2b3315f0-a91f-4224-9867-621e67af7884,821.37,12/10/18 0:00,12
4f228f6e-9d44-4fb7-abfb-73b781425ba3,954.38,12/11/18 0:00,12
ed8e79c9-5b98-4b6c-b9ac-c7e2e806521e,956.59,12/12/18 0:00,12
6b401a05-52cb-4c5b-be41-9c47547879c4,962.81,12/13/2018 0:00,12
f149b2b1-fe78-4c97-ad5e-f959690eba50,1039.8,12/14/2018 0:00,12
196dddf7-66c3-409f-a1a9-5db4f3100a28,1195.7,12/15/2018 0:00,12
2c7f49f6-51a3-4a5b-844f-4bf59d0df044,1010.8,12/16/2018 0:00,12
24c3cd42-4913-4125-92b5-b4ae4610a611,1131.4,12/17/2018 0:00,12
26251ed0-b481-43f0-902d-f834eac2b78a,1138.9,12/18/2018 0:00,12
78dbb7c6-ee78-4f43-9ad4-23165e14bf27,893.24,12/19/2018 0:00,12
62c30d06-d583-40f5-8819-404dbf84c30c,871.4,12/20/2018 0:00,12
0ddc7a59-4eb9-440b-8114-1ca0fc1337d8,1064.3,12/01/18 0:00,13
a1485afd-63c1-4d1c-8026-7562ac99762a,1022.7,12/02/18 0:00,13
954dde89-bb98-463c-93c9-ad1fa103cc69,1023.8,12/03/18 0:00,13
b3e73468-590b-49ea-a16f-faf09b66f151,932.12,12/04/18 0:00,13
a23596cb-4900-49cc-b158-f7a2e5d323bd,960.04,12/05/18 0:00,13
0d7a77ec-d8c3-414a-9aa5-d019cb259d5a,905.61,12/06/18 0:00,13
4c3080f4-4bf0-4049-a5b1-5e4f8dbcb655,909.07,12/07/18 0:00,13
bc76cd6d-a69f-4bd4-b1b8-9232dfb94afe,1022.3,12/08/18 0:00,13
e1606928-3aa5-462a-9f1f-137f4e265bcf,1044.7,12/09/18 0:00,13
e7cc495d-40da-42f4-b219-5777bff0a099,1030.9,12/10/18 0:00,13
27ec0c4b-85ca-4a63-94af-120331fb32ff,1023.3,12/11/18 0:00,13
c12b6cec-2ede-4892-b3fd-58352a80260c,991.25,12/12/18 0:00,13
4cde3752-d62a-4fe5-a146-bb25d3372fb9,1035,12/13/2018 0:00,13
6a04ee11-906d-4772-9542-10385fad53ab,1068,12/14/2018 0:00,13
3e57bf1e-6487-4e5a-a1ba-a1e99fdc3187,1150.7,12/15/2018 0:00,13
f8202587-3ab9-48a8-a427-ff26a7f3a006,1322.2,12/16/2018 0:00,13
4a79d331-5a91-43fe-a1b8-0e862839298c,843.91,12/17/2018 0:00,13
2ef3d561-525b-4835-826f-4bd5c4142c5e,992.8,12/18/2018 0:00,13
19df61d0-c1cc-43ab-b750-cb7ef81818ea,904.79,12/19/2018 0:00,13
ed7eb7e7-d415-4891-a263-07a270d2c429,1008.6,12/20/2018 0:00,13
a430d055-9bd7-4283-9dfb-6c705de27ff0,939.83,12/01/18 0:00,14
c230d3f5-e4ed-49b8-9013-723034897354,907.27,12/02/18 0:00,14
fe115eb0-ee90-43fd-885b-b8ed31a1a6fb,1006,12/03/18 0:00,14
262558c3-6e6c-46c9-b20d-7ead53742879,1148.9,12/04/18 0:00,14
d247b4f1-7df6-4b13-bfd3-9f0fc518b3f6,1114,12/05/18 0:00,14
13d70296-f970-4f32-b815-d32fccf61961,1011.8,12/06/18 0:00,14
29e68429-34ba-429d-be64-73d60b45c7fc,837.68,12/07/18 0:00,14
80ea02ee-7d98-445b-88bb-34d4e0c17741,1095.4,12/08/18 0:00,14
7d608265-90a8-4625-9649-781f47b8d706,1033.1,12/09/18 0:00,14
c5635dd6-7886-4f21-8508-0a11bf22ee6b,1129.2,12/10/18 0:00,14
104dda21-7db3-4652-9fea-8f2a95619658,1156.1,12/11/18 0:00,14
c4c2f861-19a5-4fd5-be23-7d63011d32e1,1055.6,12/12/18 0:00,14
86354511-cb6e-48c4-aff0-f363553bb6e2,1037.6,12/13/2018 0:00,14
81532fd3-3853-4d1f-9f1a-4cfe513fa6c7,1183.2,12/14/2018 0:00,14
c7188dae-429e-46a0-ad70-99dea157fbf1,1052.6,12/15/2018 0:00,14
b06b9e2f-5f13-402d-828f-c87ee901744e,1094.3,12/16/2018 0:00,14
f1c7758d-74da-40be-9edf-03b63723add8,996.86,12/17/2018 0:00,14
35eec7b3-4892-4081-8ddf-08fcedc8d63f,1019.3,12/18/2018 0:00,14
40018747-4022-44ad-b0fa-1c22354c74f9,930.11,12/19/2018 0:00,14
b4014302-5c9a-4839-8280-c9b36ad27776,836.17,12/20/2018 0:00,14
39716d34-39c0-452e-9552-ac4bfd259a06,986.84,12/01/18 0:00,15
dc2309bc-7dbe-47ab-8e8c-b40fa2a9bad2,968.18,12/02/18 0:00,15
75e5c941-e4c2-4d5c-9cb2-c9ec4099d03a,862.49,12/03/18 0:00,15
f1a86a59-d938-4a77-af66-6689a5b4b7e0,990.46,12/04/18 0:00,15
1cd95c40-bbb8-41ed-8ef1-b317202f8d6d,971.28,12/05/18 0:00,15
ba9e0974-c4fd-4716-87de-8cc757270f40,759.14,12/06/18 0:00,15
49d511e8-5531-43e9-b966-1b24dc260582,913.82,12/07/18 0:00,15
d527bfe0-af15-46d0-bc39-dee8e9841e7c,1026.7,12/08/18 0:00,15
f5c03a07-6cff-4ee6-b5f0-65e8ce3fdfac,1052.3,12/09/18 0:00,15
68aa7ea5-59cc-4052-b7ec-f4e393ccfa70,1016.3,12/10/18 0:00,15
02789083-8935-4f0a-b75d-7da608682773,978.96,12/11/18 0:00,15
e39767ae-42f9-4975-b811-1c201791f43f,982.99,12/12/18 0:00,15
04ed1394-2ed6-4002-9d55-e272bad853b5,1030.1,12/13/2018 0:00,15
0b3d8f07-6521-4be0-b29a-0006bbd729e9,945.28,12/14/2018 0:00,15
d520f771-a3df-4260-9eba-3c486d01e4d5,1051.6,12/15/2018 0:00,15
82950bd4-de35-4ca1-af25-3a3ab66b611d,991.47,12/16/2018 0:00,15
83c61262-9770-4723-9590-0a535e012ba3,1038.1,12/17/2018 0:00,15
3cb90c5e-e9c8-4695-8522-29577d6bb59c,947.34,12/18/2018 0:00,15
e0487dc8-7027-4650-bad1-35416781755d,929.91,12/19/2018 0:00,15
e7646f98-fc5d-4242-8939-78eed52577ba,1072.7,12/20/2018 0:00,15
b54609f5-b9be-452d-934e-2544f7cc7cac,1145.9,12/01/18 0:00,16
863cefaa-9854-4f75-adf0-374bfefb1f81,1096.1,12/02/18 0:00,16
45b51316-e11f-40a2-944c-fbd9f72f1cc0,995.9,12/03/18 0:00,16
be8a7add-9831-4286-9ea2-6045433944b7,1037.8,12/04/18 0:00,16
b41b9dac-3ac5-4849-ab26-c272850ba7b7,984.46,12/05/18 0:00,16
f5a5dc2c-d137-40b2-9a47-2d58c288cf87,941.37,12/06/18 0:00,16
66c7e2a4-a3c5-447c-93e7-3d9de0828679,1146.5,12/07/18 0:00,16
bc2e128d-95df-44b8-a59f-3bb59efaacce,878.08,12/08/18 0:00,16
e59f8b18-639e-424c-9b5e-9e9f4467e87f,1048.8,12/09/18 0:00,16
0d9c5315-2804-4e0e-8633-2bc98cc3f2df,1042.7,12/10/18 0:00,16
c550c2bf-931c-46fc-96f3-7d157d7e1636,938.05,12/11/18 0:00,16
7b9e9480-a32e-48d9-bf14-513e11d7925e,965.91,12/12/18 0:00,16
c045f17e-1bb0-4144-b3ac-333a0fed613d,879.34,12/13/2018 0:00,16
6caa4f6b-d1cd-4cb3-9753-93517d562e36,1046,12/14/2018 0:00,16
8c9075bb-d56c-4e04-9c0a-4881ddfe0531,1004,12/15/2018 0:00,16
a3802724-0e63-43ba-80c6-0210a4b016b8,973.22,12/16/2018 0:00,16
c79f7258-0976-4b1e-b625-8a6cbd1e061d,1330.3,12/17/2018 0:00,16
